Product Name,Brand,Calories (kcal),Proteins (g),Fat (g),Sugar (g),Salt (g),Carbohydrates (g),Code,Ingredients Text,Serving Suggestions
Red pesto with sun-dried tomatoes,Lidl,279.0,3.8,26.5,3.9,0.9,5.2,4056489559801,"Pesto made with tomato purée and sun-dried tomatoes Ingredients 49% Tomato purée, 24% Sunflower Oil, 10% Basil, 4% Parmigiano Reggiano PDO Cheese (Milk, Salt, Rennet), 4% Sun-Dried Tomatoes, Red Peppers, 2% Cashews, 1% Pecorino Romano PDO Cheese (Sheep's Milk, Salt, Lamb Rennet, Lactic Ferments), Carrots, 0.5% Pine Nuts, Acidity Regulator: Lactic Acid; 0.5% Extra Virgin Olive Oil, Salt, Garlic Powder. bold",N/A
Spaghetti,N/A,350.0,12.0,2.0,,,72.0,6111251460469,Durum wheat semolina,N/A
Fusilli,Cucina,348.0,12.0,1.4,3.01,,70.7,4088600496009,"Durum Wheat Semolina, Water.",N/A
Panzani coquillettes 3 minutes 500g,"Ebro Foods, Panzani, Panzani les 3 Minutes",361.0,12.0,2.0,3.7,0.0,72.0,3038350333001,100% top quality hard ble semolina,N/A
XtremBox - Radiatori  Bœuf Sauce au poivre,"Sodebo, pasta xtrem",166.0,8.6,4.7,0.7,0.48,22.0,3242272261650,"Radiatori cuits 51% (semoule de _blé_ dur 26%, eau, _œuf_, sel), _crème_ légère 13%, viande de bœuf 13%, eau, _lait_ écrémé, amidon, sorbate de potassium, acétate de sodium, sel, arôme naturel (_lait_), poivre. Peut contenir de la _moutarde_, du _soja_ et d'autres céréales contenant du _gluten_",N/A
maccheroni,"Barilla, Barilla Pasta",359.0,13.0,2.0,3.5,0.01,71.0,8076808050440,"durum wheat semolina, water",N/A
Bolognese Original,Loyd Grossman,56.0,1.2,2.1,6.4,0.79,7.4,5000354914829,"tomatoes (43%), tomato paste, water, red wine (7%), carrot, onion, _celery_, sugar, _celery_ purée, sunflower oil, garlic purée, extra virgin olive oil, sea salt, garlic, concentrated lemon juice, oregano, basil, ground black pepper, thyme, ground nutmeg, ground bay leaf.",N/A
Rice noodles chilli miso,itsu,71.9,1.67,0.764,0.868,0.819,14.2,5060262485309,"Rice noodles 62% (rice, modified tapioca starch, sugar, salt, stabiliser (guar gum)), broth paste 36% (soybean paste (water, _soya_ beans, rice, salt), water, _sesame_ oil, alcohol, sugar, yeast extract powder, seasoned kelp extract (kelp, salt, dextrin), salt, shiitake mushroom extract, onion powder, chilli pepper, coriander, ginger powder, black pepper), red pepper, leek.",N/A
Green Pesto,Asda,365.0,4.1,36.0,2.5,1.9675,4.8,21069703,"basil (54%), sunflower oil, cashew nut, flour, glucose syrup, grana padano cheese (5%) [cheese (unpasteurised milk, using calf's rennet), preservative (egg lysozyme)], cashew nuts (4%), pecorino romano cheese (unpasteurised ewe's milk, using lamb's rennet) (2%), pine nuts (1%), salt, acidity regulator (lactic acid), extra virgin olive oil, antioxidant (ascorbic acid), garlic powder,",N/A
Nouilles de blé instantanées saveur poulet,Tien Shan,,,,,,,3229820783017,"Nouilles (79 g) : farine de blé 64 %, huile de riz, amidon de tapioca, sel, émulsifiant : carboxyméthylcellulose de sodium, régulateur d'acidité : polyphosphates, poudre à lever : carbonate acide de sodium.
Assaisonnement saveur poulet (6 g) : sel, sucre, poudre de sauce soja (soja, farine de blé), exhausteur de goût : glutamate monosodique, ail en poudre, maltodextrine, poivre en poudre, oignons déshydratés, sirop de glucose, huile de riz, exhausteurs de goût : inosinate disodique - guanylate disodique, oignon en poudre, arôme poulet, anti-agglomérant : dioxyde de silicium, curcuma en poudre, caséinate de sodium, émulsifiant : mono - et diglycérides d'acides gras, stabilisant : monohydrogénophosphate de potassium.",N/A
"Pasta, Spinach & Pine Kernels",Marks & Spencer,229.0,7.4,10.0,1.1,1.03,26.5,00196819,Cooked Egg Pasta (66%) (Durum Wheat Semolina (contains Gluten). Water Pasteurised Egg) Spinach (5%) Vegetable Oil (Sunflower/Rapeseed) Basil Infused Vegetable Oil Basil Medium Fat Hard Cheese (Milk) Lemon Juice Vegetarian Pecorino Cheese (Milk) Pine Kernels. Salt Garlic Purée Red Wine Vinegar Ground Black Pepper Rapeseed Oil WO B • For allergens see ingredients in bold. Suitable for vegetarians Made in the UK with pasta from Italy. SC1844 © Marks and Spencer plc PO Box 3339 CH99 9QS United Kingdom M&S (Ireland) Ltd PO Box 13022 Ravensdale Dublin 2 Ireland TRAY Recycle • 200 ge FILM Do Not Recycle M 0196 819 S,N/A
Wholewheat Spaghetti,Baresa,341.0,12.5,1.88,3.38,0.01,65.0,4056489632061,durum whole wheat semolina,N/A
Pesto allá genovese,Baresa,364.0,4.1,35.9,2.5,1.8875,4.8,20069490,"38% basil, sunflower oil, 11% olive oil, 5% cashews, 4,7% cheese (cow's milk, salt, lysozyme from eggs), 4% yogurt, flavouring, 2% sugar, 1,3% pecorino romano, 1% pine nuts, 1% garlic, lactic acid,",N/A
Wholewheat spaghetti (cooked),Tesco,381.0,12.3,1.87,2.53,0.333,74.5,5057373964694,Durum Wholewheat Semolina,N/A
Beef Ravioli,Heinz,74.0,2.5,1.6,3.1,0.6,12.0,5000157068750,"tomatoes (44%), beef ravioli (43%, water, durum wheat semolina, beef (14%), wheat flour, egg, palm oil, salt, onion, flavouring), concentrated tomato puree, sugar, modified cornflour, natural flavouring, herb extracts, salt, rapeseed oilt gartic salt, spice black pepper allergens: see ingredients not suitable for milk allergy sufferers,",N/A
Yakisoba classic,Gallina Blanca,231.0,4.1,11.0,1.9,1.0,28.0,8410300352327,"Fideos 79 % (harina de _trigo_, aceite de palma, almidón modificado, sal, gasificantes (carbonato de sodio, carbonato de potasio)), salsa 17 % (salsa de _soja_ 7,6% (agua, _soja_, _trigo_, sal), aceite de girasol, ázúcar, colorante (caramelo natural), salsa de _soja_ en polvo 1,1% (_soja_, _trigo_, maltodextrina, sal), potenciadores del sabor (E621, E635), vinagre de sidra de manzana en polvo (vinagre de sidra de manzana, maltodextrina), especias, ajo en polvo, corrector de acidez (ácido cítrico), aroma, extracto de levadura y cebolla en polvo), verduras deshidratada 4 % (zanahoria, col, puerro),",N/A
Burrata,Hacendado,240.0,13.0,20.0,1.9,0.61,1.9,8480000512185,"_Leche_, _nata_, sal, cuajo, corrector de acidez E330.",N/A
Rigatoni,Napolina,356.0,12.0,1.47,3.07,0.0133,72.0,5000232024725,100% Durum Wheat Semolina.,N/A
Orzo,Sainsbury's,159.0,6.2,0.6,2.8,,31.4,00359573,Durum Wheat Semolina.,N/A
Tomato Sauce for Bolognese,Heinz,49.0,1.6,2.1,4.3,0.79,5.3,5000157147851,"tomato (67%), tomato puree, onion, celery, carrot, extra virgin olive oil, sea salt, white wine vinegar, garlic, apple juice concentrate, basil, bay leaf, rosemary, thyme, black pepper and nothing else!",N/A
Torti 1 kg,Panzani,361.0,12.0,2.0,3.7,0.0,72.0,3038350023605,100% Semoule de BLÉ dur de qualité supérieure,N/A
Rotella,Haribo,298.0,3.7,0.8,38.0,1.8,69.0,3103220009635,"molasses sugar syrup, wheat flour, glucose syrup, starch, liquorice extract (1,4%), maltodextrin, salt, natural aroma of star anise, coating agents: white and yellow beeswax, carnauba wax, keep away from heat and moisture,",N/A
Pasta 'n' Sauce Cheese & Broccoli,Batchelors,114.0,4.43,1.58,2.4,0.601,20.2,5000354404009,"Pasta Tubes (81%) (Durum Wheat Semolina, Wheat Flour), Cheese Powder (6%) (Milk), Modified Maize Starch, Dried Glucose Syrup, Dried Broccoli (1.5%), Flavourings (contain Barley, Milk), Salt, Onion Powder (0.5%). Emulsifier (Pentasodium Triphosphate), Cream Powder (Milk), Roasted Garlic Powder, Ground Turmeric, Black Pepper Extract, Spinach Powder.",N/A
SOBA Cup Yakitori Poulet,Nissin,221.0,4.9,10.8,4.3,1.9,24.7,5997523311230,"Nouilles 72,2% [farine de BLÉ, huile de palme, sel, exhausteur de goût E621, agents de traitement de farine (E500, E451), antioxydant E306, correcteur d acidité: acide citrique], Sauce d assaisonnement 21,3% [sauce SOJA (eau, fèves de SOJA, sel, BLÉ), huile de colza, sucre, dextrose, exhausteurs de goût (E621, E635), graisse de poulet, poudre d oignons, protéines végétales hydrolysées, arômes, colorants (caramel ordinaire, curcumine et extrait de paprika), amidon modifié], oignon, poulet 1,1%, poivron rouge, oignon vert,",N/A
Queso especial pasta,Hacendado,292.0,20.0,16.0,2.4,2.4575,17.0,8480000511515,"Queijo (leite), manteiga (leite), proteínas do leite, amido, sa de fusão (E-452, E-340, E-331), sal, conservant (E-202). Pode conter vestígios de: lisozima (derivado de ovo) leite de cabra e leite de ovelha. Isento de glúten. Produto pasteurizado.",N/A
Noodles de arroz,Acecook,346.0,6.4,0.6,0.4,0.865,78.0,8934563207403,"Arroz 91,4%, almidón, sal, emulgente (carboximetikcelulosa sódica (E466).",N/A
Spaghetti Hoops 205g,Heinz,52.0,1.6,0.2,3.9,0.4,10.4,5000157024954,"Spaghetti Hoops (42%, Water, Durum Wheat Semolina), Tomatoes (41%), Water, Sugar, Modified Cornflour, Salt, Acid - Citric Acid, Spice, Garlic Salt, Onion Extract, Spice Extract, Iron Sulphate, Vitamin D",N/A
Pasta Soup' - Légumes et vermicelles,Liebig,38.0,1.0,1.1,1.4,0.67,5.4,3036811367787,"Eau, carotte, pomme de terre, jus de tomates à base de concentré, VERMICELLE cuit 8,0% (semoule de _BLE_ (_GLUTEN_), blanc d'_OEUF_), oignon, _LAIT_ écrémé, poireau, potiron, petit pois, amidon de maïs, huile de colza, _CELERI_-RAVE, sel, _BEURRE_ de cuisine, arômes naturels (contient _LAIT_).",N/A
Cannelloni Ricotta et Epinards,Fresh,109.0,5.9,5.4,2.2,0.818,7.9,3338310003174,"Tomates 30%, ricotta 17%, eau, oignons, pâtes fraîches au curcuma 7% (semoule de blé dur, eau, œuf frais 0,8%, concentré de curcuma), épinards 4%, double concentré de tomate 4%, huile de colza, gélatine de bœuf, chapelure (gluten), pesto 1% (basilic, huile de tournesol, ail, fromage, sel, huile d'olive, jus concentré de citron), emmental, ail, sel, fécule de pomme de terre, basilic, fécule de manioc, poivre.",N/A
,Barilla,359.0,13.0,2.0,3.5,0.01,71.0,8076802085912,"Semola di grano duro, acqua.",N/A
Noodles,Bare naked foods,8.0,0.0,0.1,0.1,0.01,0.2,0702811594777,"Water; Konjac Flour (3.4%); Firming Agent: Calcium Hydroxide; Soybean Flour; Oatmeal Flour. For allergens, please see ingredients in bold. Whilst this product does not contain nuts we cannot guarantee that there are no traces. This product has been food tested by Food Test Laboratories Ltd. Protein Salt contributes to from 70g of B",N/A
Porcini Mushroom and Ricotta Tortelloni,Italiamo,213.0,7.5,7.5,28.4,0.7675,28.4,4056489009207,"53% porcini mushroom filling (15% porcini mushrooms, plant fibres [chicory, bamboo], 11% ricotta cheese ( milk ), 9% mushrooms, breadcrumbs [ wheat  flour, yeast, salt], 9% mozzarella cheese ( milk ), 8% mascarpone [mascarpone cheese ( milk ), acid: citric acid], rice flour, rapeseed oil, onion, whey powder ( milk ), white wine ( sulphites ), iodised salt [salt, potassium iodate], parsley, lactose ( milk ), natural flavourings (contain  milk ),  garlic powder, black pepper) , 47% egg pasta ( wheat  flour, 30%  egg , durum wheat semolina),",N/A
Spaghetti,DARI,355.0,13.0,1.5,3.0,0.0,71.0,6111094000211,"100% Durum wheat semolina
-100% Semoule de blé dur",N/A
Red Lentil Penne,By sainsbury's,335.0,26.1,1.68,1.26,,50.1,00359566,Red lentil flour (100%),N/A
Pâte alimentaire,N/A,359.0,12.5,2.5,1.4,,73.8,0769503567013,N/A,N/A
Tria Couscous Moyen,Tria,354.0,12.0,9.0,1.0,0.0,72.0,6111012100511,Semoule de blé dur sélectionnée,N/A
Demae Ramen Spicy,Nissin,91.0,1.9,4.1,0.6,1.0,11.1,8712429361106,"Nudeln 89,7% [_Weizenmehl_, Palmöl, Salz, Mehlbehandlungsmittel (E500, E451), Stabilisator E501, Verdickungsmittel E412, Antioxidationsmittel E306], Würzmittelpulver 8,3% [Salz, Geschmacksverstärker (E621, E635), Zucker, _Sojasoßenpulver_(_Sojabohnen_, _Weizen_, Maltodextrin), Aromen (Geschmacksverstärker E631, _Weizen_, _Soja_), Chili (7% im Würzmittelpulver), Gewürze, Hefeextrakt, Farbstoffe: Paprikaextrakt und Zuckerkulör, Porree, Trennmittel E551, Säureregulator: Citronensäure], Würzöl 2,0% (_Sesamöl_, Rapsöl, Farbstoff: Paprikaextrakt, Gewürz, Knoblauchöl)",N/A
Spinach & Mozzarella Filled Pan-Fry Gnocchi,Rana,229.0,6.0,5.2,1.9,1.67,37.0,8001665717892,"Gnocchi 70%: Potato Purée 61% (Water, Potato Flakes). Durum Wheat Semolina, Salt, Sunflower Oil, Turmeric Filling 30% Spinach 27%, Ricotta Cheese (From Milk), Mozzarella Cheese (From Milk) 14%, Mascarpone Cheese (From Milk), Vegetable Fibres (Com and Potato), Sunflower Oil, Breadcrumbs (Soft Wheat Flour Water, Salt, Yeast), Whey Powder (From Milk), Potato Flakes, Salt Natural Flavourings, Starches (From Pea, Potato and Corn), Garlic.",N/A
Ramen noodle soup chicken flavor,"Maruchan,Maruchan  Inc.",442.0,9.3,16.3,2.33,4.42,62.8,0041789002113,"enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrat riboflavin, folic acid), vegetable oil (contains one or more of the following: canola preserved by tbhq, contains less than 1% of: salt, potassium carbonate, soy sauce (water, wheat, soybean, salt), sodium carbonate, sodium hexametaphosphate, tripolyphosphate, 
soup base ingredients: salt, sugar, contains less than 1% of: monosodium glutamate, maltodextrin, spices (celery seed), hydrolyzed corn protein, hydrolyzed wheat protein, hydrolyzed so natural flavors, dehydrated vegetables (chive, garlic, onion), disodium guanylate, disocium knosinate yeast extract. vegetable oil (palm), lactose, powdered cocked chicken contains wheat, soy and eile ingredients. manufactured in a facility that ai so processes crustacean shellfish and sesame products.",N/A
Lasagnes,"Baresa, Combino",37.0,3.6,0.25,5.0,0.1175,5.0,20411978,Hartweizengriess. Kann spuren von ei enthalten.,N/A
XtremBox - Radiatori 4 fromages,"Sodebo, pasta xtrem",178.0,8.1,6.7,1.2,0.67,21.0,3242272261056,"Radiatori cuits (semoule de BLÉ dur, eau, CEUF, sel), CRÈME légère, LAIT écrémé, eau, MOZZARELLA, GORGONZOLA, EMMENTAL, FROMAGE à pâte pressée cuite, oignons, huile de tournesol et/ou colza. amidon et/ou fécule, conservateurs: sorbate de potassium, acétate de sodium, sel, poivre, ail. Ce produit peut contenir de la moutarde, du soja, du poisson, des crustacés et d'autres céréales contenant du gluten. norato consommer jusqu'au : voir sur l'emballage.",N/A
Tire-bouchons semi-complets,"Jardin bio, Léa Nature",357.0,12.3,1.6,3.6,0.02,71.0,3760020509316,Semoule de BLE dur semi-complète issue de l'agriculture biologique. Peut contenir des traces de SOJA et d'OEUFS.,N/A
veggie ramyun,Nongshim,430.0,9.0,14.0,3.0,4.1,67.0,8801043022705,"noodles 89% [wheat flour, palm oil, potato starch, modified potato starch, salt, acidity regulator (e501, e339, e500), seasoning (yeast extract, soy sauce, garlic), tocopherol liquid (antioxidant {e306}, emulsifier {soy lecithin}), green tea extract (oligosaccharides, green tea extract, acid {e330}), colour (e101)], soup powder 9% [seasoning (hydrolyzed vegetable protein {soy}, maltodextrin, yeast extract, salt, soy sauce, soybean,  sugar, wheat flour), spices (maltodextrin, garlic, red pepper, salt, black pepper, ginger, onion, green onion), salt, sugar, flavour enhancer (e631, e627), maltodextrin, shiitake mushroom, acid (e330)], vegetable flakes 2% [dried choy sum, dried carrot],",N/A
Bolognese Pasta Sauce,Tesco,39.0,1.5,0.7,5.4,0.61,6.0,5000462162617,"ingredients tomato (67%), partially reconstituted tomato purée (24%), lemon juice from concentrate, sugar, cornflour, onion, salt, herbs, onion powder, rapeseed oil, garlic purée,",N/A
Spaghetti,Tria,350.0,11.0,2.0,0.0,0.0,72.0,6111012120496,Semoule de blé dur,N/A
Rice noodles,By Sainsbury's,270.0,4.9,1.0,0.5,0.01,58.4,00322782,"rice flour, water.",N/A
Tagliatelles au Poulet sauce Pesto,Fleury Michon,139.0,6.3,5.7,2.2,0.6,15.0,3302740030901,"Pâtes tagliatelles 37% (eau, semoule de blé dur, curcuma), tomates cerises 13%, émincés de viande de cuisse de poulet traité en salaison rôti 13% (viande de cuisse de poulet 11%, eau, amidon de tapioca, dextrose, sel), concassé de tomates 9,4% (tomates, jus de tomates, jus de citron concentré), eau, crème fraîche, crème de riz, mozzarella 2,3% (lait pasteurisé, ferments lactiques, sel, anti-agglomérant : amidon de pommes de terre), basilic 2,1%, huile de colza, épinards, oignons, parmesan 0,7%, amidon de riz, fromage à pâte dure, ciboulette, huile d'olive vierge 0,4%, sel, échalotes, concentré de tomates, ail, pignons de pin 0,07%, curcuma, poivre, thym.

Viande de poulet origine UE.

Traces éventuelles de arachides, fruits à coque, sésame.",N/A
Konjak Nudeln,"Lidl, Vitasia",11.0,0.1,0.0,0.0,0.02,1.2,4056489376194,"water, 3,84% konjac root meal, firming agent: calcium hydroxide,",N/A
Sundried Cherry Tomato & Basil,Heinz,49.0,1.7,2.1,4.3,0.72,5.1,5000157147868,"Tomato (75%), tomato puree, semi sundried cherry tomato (6%), onion, extra virgin olive oil, basil (2%), garlic, sea salt, apple juice concentrate, lemon juice concentrate, black pepper",N/A
Ready To Wok,Vitasia,161.0,6.0,1.4,0.6,0.2175,30.4,20564483,"wheat flour, water, wheat gluten, cooking salt, sunflower oil, acidity regulator: glucono-delta-lacton, thickener: guar gum,",N/A
Pâtes coquillettes 500g,Barilla,359.0,13.0,2.0,3.5,0.01,71.0,8076808140325,"Semoule de BLÉ dur, eau. Peut contenir des traces de SOJA et de MOUTARDE.",N/A
Medium Egg Noodles,Tesco,107.0,3.72,0.601,0.219,0.0587,21.2,5052909539339,"Wheat Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, _Egg_ (4%), Salt, Colour (Beta-Carotene), Firming Agents (Potassium Carbonate, Sodium Carbonate), Acidity Regulator (Citric Acid)",N/A
pasta,By sainsbury's,156.0,5.3,1.2,1.33,0.00475,29.5,01277708,wholewheat durum wheat semolina,N/A
"Spinach, Buffalo Ricotta, Pine Nuts Girasoli",Tesco,205.0,8.0,8.6,2.0,0.63,22.3,5057967394784,"Fresh Egg Pasta [Wheat Flour, Durum Wheat Semolina, Pasteurised Egg], Spinach (21%), Buffalo Ricotta Full Fat Whey Cheese (Milk) (11%), Ricotta Full Fat Whey Cheese (Milk) (11%), Dried Potato, Sunflower Oil, Mozzarella Full Fat Soft Cheese (Milk), Mascarpone Full Fat Soft Cheese (Milk), Dried Skimmed Milk, Pine Nuts, Salt, Lemon Juice from Concentrate, Butter (Milk), Nutmeg, Black Pepper. Made using EU wheat, spinach and milk. Rec 25 Tesc Gar Allergy Advice For allergens, including cereals containing gluten, see ingredients in bold. Also, may contain soya. Tesc Hou Dun Te ΜΑΛΑΛΑ NUTRITION ys and When cooked according to instructions 1. (150**) % RI* JE",N/A
Whole wheat fusilli,Cucina,159.0,5.71,0.691,1.38,,31.0,4088600401270,"Durum Wholewheat Semolina. ALLERGY ADVICE: For allergens, see ingredients in bold. May also contain other gluten sources, mustard and soya. DIETARY ADVICE: Suitable for vegans.",N/A
Lustucru banzaï noodle saveur curry,Lustucru,82.0,1.7,3.8,0.5,0.87,9.9,3038359003370,"Noodles 88% (farine de BLE, huile de palme RSPO, amidon transformé, sel, poudre à lever : E 500-E 501), sel, exhausteurs de goût : E 621-E 635, maltodextrine, épices (curry 0.6% (curcuma, cumin, cannelle, sel, fenugrec, clous de girofle, gingembre, piment, cardamome, coriandre, noix de muscade, poivre), curcuma, ail, coriandre, piment, poivre), légumes (carottes, poireau), sucre, lactose (LAIT), arômes (BLE, LAIT), gras de poulet, extrait de levure, ciboulette, sauce SOJA (eau, graines de SOJA, BLE, maltodextrine, sel), colorants : E 160c et sucre caramélisé, antioxydant : extrait de romarin.",N/A
Maultaschen,Bürger,198.0,9.1,9.1,2.0,1.6,19.0,4075600055039,"28% Schweinefleisch, Hartweizengrieß, Wasser, Weißbrot (Weizenmehl, Wasser, Speisesalz, Hefe), Spinat, Speck, Vollei, Zwiebeln, Speisesalz, Petersilie, Dextrose, Gewürze, Stabilisator: Natriumcitrate, Gewürzextrakte (Enthält Sellerie), Rapsöl.",N/A
Salade poulet rôti bacon fromage,Sodebo,185.0,8.1,9.7,4.4,0.81,15.0,3242274005658,"Salade composée 80%; spécialités céréalières cuites (eau, semoule de blé dur, (EUF, sel, curcuma),  Œuf, salade 11%, viande de poulet, carottes, tomates, fourme d'Ambert AOP, viande de porc, jus de citron, huile de colza et/ou tournesol, eau, amidon et/ou fécule, sucre, dextrose, ferments, conservateur : nitrite de sodium, antioxydant: acrobate de sodium, sel, arôme naturel, fumée, plantes aromatiques, extrait d'épice
Sauce Caesar 7%; eau, huile de colza, parmesan 0,8%, jaune d'œuf, jus de citron, oignon, graines de moutarde, vinaigre d'alcool, farine de BLE, sel, poivre, basilic, ail.
Cookie au chocolat 7%: sucre, farine de blé, œuf, beurre, huile de colza, pâte et beure de cacao, poudre de cacao maigre, dextrose, poudre à lever : bicarbonate de sodium, émulsifiants: lécithines, arôme naturel, sel.
Sachet d'accompagnements secs 6%; farine de BLE, son de blé, fibre de blé, semoule de blé dur, beurre, huile d'olive vierge, huile de colza, eau, levure boulangère, sucre, amidon et/ou fécule, sel, graines de pavot, arôme naturel.",N/A
Instant noodles chicken flavour,Make In Minutes By Aldi,143.0,3.29,6.21,0.714,0.301,17.3,4088600260457,"noodles (94%) (wheat flour, palm ofl, sugar, lodised salt(salt, potassium lodate]), maltodextrin, flavour enhancers: monosodium glutamate, disodium 5-ribonudestides, sugar, lodised salt (salt, potassium lodate), flavouring (contains egg), wheat flour, onion powder, yeast extract, garlic powder, turmeric powder, acidity regulator: citic acid, whole milk powder, dried parsley, black pepper, turmeric extract, colour, plain caramel,",N/A
Pasta Bake Creamy Tomato & Herb,Homepride,105.0,1.8,7.3,5.8,0.93,7.3,5000354908910,"tomato purée (73%), tomatoes (9%), rapeseed oil, onion purée (4.5%), sugar, basil (1%), modified maize Starch, salt, dehydrated hard cheese (_milk_), garlic pureé, _egg_ yolk powder, Acidity Regulator (citric acid), flavourings (contain _barley_, _celery_ and _milk_), ground black pepper, stabiliser (xanthan gum), lactose (_milk_).",N/A
Pastabox saumon,Sodebo,137.0,5.8,5.2,0.6,0.79,16.0,3242272270454,"Pâtes fraîches cuites (semoule de blé dur 26%, eau, œuf, sel), crème fraîche légère, saumon, eau, lait écrémé, vin blanc, beurre, jus et zeste de citron, amidon et/ou fécule, conservateurs : sorbate de potassium, acétate de sodium, sel, poivre, ail, basilic.",N/A
TORTELLINI BACON RICOTTA & MOZZARELLA,Rana,249.0,13.0,8.8,2.1,1.3,28.0,8001665714440,"Farce : 53% ricotta 30% (sérum de lait, lait, sel), lard fumé 22% (viande de porc, sel, arômes naturels), fromage mozzarella 13%, fibres végétales (maïs et pommes de terre), crème (contient du lait), fromage Parmigiano Reggiano 6%, fromage mascarpone 5%, arômes naturels (contiennent du lait), amidon, sel, lait écrémé en poudre. Pâte 47% : farine de blé tendre, œufs 30%, semoule de blé dur.",N/A
Egg Tagliatelle Specially Selected,Aldi,161.0,5.85,1.34,1.79,,30.7,4061464571808,pasteurised egg,N/A
Pastas de aceite,Hacendado,475.0,5.8,23.0,20.0,0.59,60.0,8402001019869,"Harina de trigo, azúcar, aceite de oliva virgen extra (22%), matalahúga, canela, almendras y levadura",N/A
,"Marque Repère, Tables du Monde",353.0,13.2,3.5,2.4,1.0,68.3,3564700158388,"wheat flour 67%, durum wheat flour 17%, egg 15%, salt, corrector of acidity : e501,
traces of milk, sesame and soy,",N/A
Ravioli requesón y espinacas,Hacendado,275.0,8.9,11.0,5.4,1.475,34.0,8480000061430,"Pasta 45% (harina de _trigo_ blando, _huevos_ 20%, sémola de _trigo_ duro, agua)
Relleno 55% (requesón 33% (suero de _leche_, sal), pan rallado (harina de _trigo_, levadura, sal), aceite de semillas de girasol, agua, _lactosa_, espinacas salteadas 7,2% (espinacas, agua, mantequilla (_leche_), aceite de semillas de girasol, queso Grana Padano DOP (_leche_, _huevos_), sal, almidón de maíz,  ajo), espinacas, nata (_leche_), queso mozzarella (_leche_), sal, queso rallado (_leche_), harina de maíz,",N/A
Penne Rigate Integrale,Barilla,347.0,13.0,2.5,3.5,0.01,64.0,8076809575492,"Semola integrale di grano duro, acqua.
Può contenere tracce di soia.",N/A
Pad Thai Rice Noodles,Thai Dragon,351.0,5.2,1.1,2.5,0.025,80.0,5020580019686,Rice,N/A
Spaghetti no. 6,Napolina,356.0,12.0,1.5,3.0,,72.0,5000232024602,100% Durum Wheat Semolina.,N/A
Pasta alimenticia integral,Hacendado,345.0,13.5,2.4,3.7,0.01,62.0,8402001010200,"Sémola integral de trigo duro (gluten). Puede contener trazas de huevos, soja y mostaza,",N/A
Bio sauce tomate arrabbiata,"Combino, Lidl",46.0,1.3,0.8,5.9,0.6,7.0,4056489848509,"80% tomate', 11% concentré de tomate', 3% poivron, sucre de canne brut, sel de mer, huile d'olive vierge extra¹, 0,5% ail, amidon (mais) 0,03% piment, épices, plantes aromatiques, jus de citron à base de concentré",N/A
Mantequilla,Hacendado,384.0,1.8,41.0,,0.00325,1.9,8480000909336,nada,N/A
Tortelloni ricotta epinards,Dorolina,263.0,8.7,7.8,3.3,0.95,38.0,3701002402478,"PÂTE 55 %: Farine de blé tendre, semoule de blé dur, oeufs 16,7%, eau. FARCE 45 %: ricotta 46% (lactosérum (lait), lait, crème (lait), sel, correcteur d'acidité: acide citrique), pommes de terre déshydratées, épinards 7%, chapelure (farine de blé tendre, eau, sel, farine de froment (blé malté), crème en poudre (lait), huile de tournesol, crème (lait), lactosérum en poud (lait), sel, beurre (lait), fromage râpé (lait), fibre végétale, amidon de pomme de terre, oignon, sucre, épinards déshydratés 0,4 noix de muscade, huile d'olive, poivre, ail. Traces éventuelles de soja.",N/A
Nudeln Conchiglie Rigate n°50,De Cecco,351.0,14.0,1.5,3.4,0.0,69.0,8001250120502,Teigwaren aus Hartweizengrieß,N/A
Fusilli n.28,La Molisana,351.0,14.0,1.0,4.0,,70.0,8004690052846,semola di grano duro,N/A
Shin Kimchi Ramyun,Nongshim,427.0,9.6,13.0,4.9,4.5,68.0,8801043157742,"noodles 87%: wheat flour, potato starch, palm oil, salt, acidity regulators: e501, e500, e339, antioxidant: e306, emulsifier: e322 (contains soy), seasoning (yeast extract, soybean, garlic, wheat starch), green tea extract, colour: e101, seasoning powder 10%: seasoning (maltodextrin, hydrolyzed vegetable protein (soy, wheat), salt, yeast extract, mustard oil), salt, sugar, flavour enhancers: e621, e627, e631, spices (maltodextrin,     garlic, glucose, black pepper), acid: e330, colour: e150c, vegetable flakes 3%: kimchi chinese cabbage flakes (chinese cabbage, garlic, red chili pepper), pak-choi, carrot, green onion, may contain barley, crustaceans, eggs, fish, peanuts, milk, celery, sesame seeds and molluscs, geschmack vir",N/A
Spaghetti,Tria,350.0,11.0,2.0,0.0,0.0,72.0,6111012120205,Semoule de blé dur.,N/A
Sauce tomate bio vegan bolognese style,"Combino, Lidl",56.0,3.2,0.5,7.4,2.15,8.1,4056489447177,"Tomates 55%,concentré de tomates 27%,protéines de soja 4%,oignons 3,2%,sucre de canne, carottes 2, 5%,eau,sel de mer, huile d'olive, condiment (protéines végétales hydrolisées, sirop de glucose, sel) herbes, aromate, ail 0,3%,jus de citron concentré, sucre caramélisé",N/A
