Product Name,Brand,Calories (kcal),Proteins (g),Fat (g),Sugar (g),Salt (g),Carbohydrates (g),Code,Ingredients Text,Serving Suggestions
Cappu pulpy,Cappy,,,,0.0,,,90331862,"Boisson à la Purée de Pêche Teneur en fruits: 11% minimum. Contient du sucre et des édulcorants.. Ingrédients: Eau, purée de pêche et pulpe d'orange, sucre, épaississants: E440, E466; acidifiants: E330, E300; arômes naturels, édulcorants. E950, E954, E955; colorant F160 Conditionné par Cobomi,",N/A
Apple juice,by sainsbury's,41.0,0.5,0.5,8.7,0.05,9.4,00283960,,N/A
Jus de pamplemousse rose,Solevita,43.0,0.5,0.1,8.9,0.0,8.9,4056489029755,Jus de pamplemousse rose 100%,N/A
Peach Slices In Syrup,Tesco,42.9,0.585,0.0488,9.71,0.0061,9.71,5000119105394,"Peach, pear juice from concentrate, citric acid, adorning acid",N/A
Pur jus d'orange Bouteille PET 1L,U,44.0,0.5,0.5,9.7,0.01,9.7,3256229216587,Jus d'orangE 100%.,N/A
Press up,Jaouda,42.5,0.7,0.1,9.2,,9.2,6111242108905,100% pure orange juice,N/A
Juper orange 1l,Juper,25.0,0.9,0.1,4.9,0.0,4.9,6111251751888,"Eau, jus d'orange 10%, sucre, pulpe d'orange 2 %, acide Citrique E330, épaississant: E440, E466, arôme, antioxydant E300, béta carotène E160a.",N/A
Nectar Valencia,"Valencia,Agrojus",45.0,0.2,0.0,11.9,0.005,14.5,6111251750041,"Jus de mangue (50%), eau, sucre, acide citrique",N/A
100% Jus Ananas,"Valencia,Agrojus",49.0,0.3,0.0,10.9,,10.9,6111251750737,Jus d'ananas (à base de concentré de jus),N/A
Orange Juice,Lidl,49.0,0.6,0.2,10.3,0.01,10.3,4056489238935,,N/A
Coconut Water,Coco Cabana,18.0,0.0,0.0,4.0,0.11,4.5,5060232812623,"Coconut Water from Concentrate (Water, Coconut Water Concentrate), Fructose &lt;1%, Vitamin C",N/A
pur jus de 2 fruits pressés pomme et mangue,Innocent,47.1,0.0,0.0,9.6,0.0,11.0,5038862167505,"pommes pressées (93%), mangue (7%), vitamine C",N/A
Apple and Ginger Juice,Crawston Press,42.0,0.5,0.0,9.7,2.5e-05,10.0,5060054134057,"PRESSED APPLE JUICE (99.8%), GINGER EXTRACT, ANTIOXIDANT: ASCORBIC ACID (VITAMIN C).",N/A
Very Cherry Gourmet Sweets,Candy Kittens,343.0,0.4,0.1,60.0,0.31,84.0,5060384262932,"sugar, glucose syrup, modified starch, 10% sour cherry juice from concentrate, dextrose, acids (malic acid, citric acid, lactic acid), hydrolysed pea protein, acidity regulators: sodium malates and calcium carbonate, plant concentrate (black carrot), natural flavouring, potato protein",N/A
