Product Name,Brand,Calories (kcal),Proteins (g),Fat (g),Sugar (g),Salt (g),Carbohydrates (g),Code,Ingredients Text,Serving Suggestions
Multiseed Wholemeal Farmhouse Loaf,"Sainsbury's, Taste the difference",270.0,12.8,7.5,4.2,0.84,34.2,01318180,"Wholemeal Wheat Flour, Water, Mixed Seeds (14%) (Sunflower Seeds, Brown Linseed, Millet, Poppy Seeds), Wheat Gluten, Sugar, Yeast, Fermented Wheat Flour, Salt, Soya Flour, Rapeseed Oil, Spirit Vinegar, Malted Barley Flour, Malted Wheat Flour, Rye Flour, Palm Oil, Flour Treatment Agent: Ascorbic Acid.",N/A
petit déjeuner miel et pépites de chocolat,belvita,409.0,5.7,15.0,26.0,1.4,60.0,16811207,"Céréales 59,7 % [céréales complètes 39,6 % (farine complète de blé 19,8 %, flocons d'avoine 10,6 %, farine complète d'orge 4,9 %, farine complète de seigle 3,3 %, farine complète d'épeautre (blé) 1 %), farine de blé 20,1 %1, sucre, huile de colza, pépites de chocolat 8,5 % [sucre, pâte de cacao, huiles végétales (palme et karité en proportions variables), dextrose, beurre de cacao, émulsifiant (lécithines de soja)], miel de fleurs 5 %, sirop de glucose-fructose, minéraux (carbonate de calcium, carbonate de magnésium, fer élémentaire), poudres à lever (carbonates de sodium, diphosphates, carbonates d'ammonium), sel, émulsifiants (lécithines de soja, E472e), arôme, lait écrémé en poudre",N/A
Biscottes 6 céréales,Heudebert,402.0,13.0,7.8,3.4,1.6,67.0,3392460480827,"Céréales 93 % (farine de BLÉ 79,4 %, flocons de BLÉ malté 4,4 %, flocons d'AVOINE 1,7 %, farine d'ORGE malté 1,5 %, farine de SEIGLE 1,2 %, semoule de BLÉ 1,2 %, farine d'ORGE 1,2 %, farine de sarrasin 1,2 %, farine de riz 1,2 %), levure, graines de lin 3,6 %, graines de SÉSAME 3,4 %, huile de palme, sirop de glucose-fructose, sel, gluten de BLÉ, sucre, agent de traitement de la farine (acide ascorbique), émulsifiants (E 471, E 481), amidon de BLÉ.",N/A
Картофельные чипсы со вкусом парики,Pringles,515.0,6.7,29.0,3.4,0.00325,55.0,5053990161669,"Patatas deshidratadas, aceite de girasol, harina de _trigo_, harina de maíz, harina de arroz, condimento a base de pimentón (azúcar, pimentón en polvo, potenciadores del sabor (glutamato de monosodio, guanilato disódico, inosinato disódico), dextrosa, levadura en polvo, cebolla en polvo, sal, caldo granulado (sal, proteína vegetal hidrolizada, aceite de girasol), aromas, ajo en polvo, colorante (extracto de pimentón), acidulante (ácido cítrico), suero de leche dulce en polvo (_leche_)), maltodextrina, emulgente (E471), sal, colorante (norbixina de annato).",N/A
White Sourdough,Tesco Finest,238.0,7.5,2.8,2.7,0.7675,43.4,5057967395071,"wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), water, rapeseed oil, rye flour, fermented wheat flour, salt, flour treatment agent ( ascorbic acid) rice flour",N/A
Pain de mie Bio grandes tranches céréales & graines 500g,La Boulangère,301.0,8.8,7.9,5.6,1.2,46.0,3760049794298,"Farine de BLÉ*/** 55%, eau, levure, huile de tournesol*, sucre de canne roux*, graines de tournesol décortiquées* 3,3%, vinaigre de cidre*, flocons de BLÉ* 2,7 %, graines de lin brun* 2,7%, farine de SEIGLE * 1,6 %, graines de millet décortiquées* 1,6 %, GLUTEN DE BLÉ*, sel, farine d'ORGE maltée torréfiée* 0,2%, levure désactivée, agent de traitement de la farine : acide ascorbique. Traces éventuelles d'œufs, soja, lait, moutarde et graines de sésame. *Ingrédients issus de l'Agriculture Biologique. **Ingrédient issu du commerce équitable Français.",N/A
Organic Piadina 4 Wholeblend Flatbreads with Extra Virgin Olive Oil,Crosta & Mollica,305.0,7.8,8.5,1.0,1.6,47.0,5060198641251,"Wholemeal Wheat Flour (35%)*, Wheat Flour&quot;, Water, Extra Virgin Olive Oil (8%)*, Salt. Organic.",N/A
Dorset cereals simply nutty,Dorset cereals,376.0,9.9,6.8,14.2,0.03,64.4,5018357012497,"wholegrain oat flakes,  chopped dates, barley flakes, wholegrain wheat flakes, chopped roasted hazelnuts, whole almonds, chopped brazil nuts, sunflower seeds",N/A
Classic Torinesi Breadsticks,Crosta & Mollica,402.0,19.8,6.5,2.8,2.1,75.0,5060198640261,"Wheat Flour, Extra Virgin Olive Oil (7%), Malted Barley Flour, Salt, Yeast.",N/A
Wholemeal Medium Sliced,Warburtons,227.0,10.5,2.52,2.52,0.945,37.8,5010044000404,"Wholemeal Wheat Flour, Water, Yeast, Vegetable Oils (Rapeseed and Sustainable Palm), Salt, Wheat Gluten, Emulsifiers: E471, E481, E472e; Soya Flour, Preservative: Calcium Propionate; Flour Treatment Agent: Ascorbic Acid (Vitamin C)",N/A
Bitesize shredded wheat,Nestlé,367.0,11.8,2.2,0.7,0.05,68.7,7613287194374,Whole Grain Wheat (100%),N/A
hand finished seeded sourdough bread,Coop,251.0,8.8,3.9,3.0,0.7575,43.0,5000129341041,"Wheat Flour (_Wheat Flour_, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Sunflower Seeds (4%), Brown Linseed (2%), Millet Seeds (2%), _Rye_ Flour, Rapeseed Oil, Poppy Seeds (1%), Fermented _Wheat Flour_, Salt, Pumpkin Seeds (1%), Rice Flour, Flour Treatment Agent (Ascorbic acid), Potato Starch, Sunflower Oil",N/A
Super Seedy & Nutty Granola,Bio & Me,402.0,10.9,14.4,9.6,0.03,50.2,5070000126579,"Wholegrain Oats (60%), Dates, Chicory Root Fibre, Seeds (5%) (Pumpkin, Sunflower, Brown Linseed), Nuts (4%) (Skin on Almonds, Cashew Nuts), Extra Virgin Olive Oil, Dried Carrot, Puffed Brown Rice, Quinoa, Natural Flavouring.",N/A
Wheat Biscuits,Tesco,358.0,12.0,2.0,4.4,0.28,68.0,5000119117359,"Wheat (95%), Malted Barley Extract, Sugar, Salt, Niacin, Iron, Riboflavin, Thiamin, Folic Acid. Allergy Advice",N/A
Muesli avoine chocolat bio,Bjorg,390.0,12.0,9.6,8.7,0.1,59.0,3229820769165,"Flocons d'avoine* complète 35%, Flocons croustillants d'avoine* 33% (avoine complète, miel*), Flocons de blé* complet, Pétales de maïs au chocolat* 7% [pétales de maïs* (maïs*, sucre de canne* brut, sel de mer), sucre de canne* brut, beurre de cacao*, pâte de cacao*, lait* entier en poudre, agent d'enrobage : gomme arabique], Chocolat noir* 7% (pâte de cacao*, sucre de canne* brut, beurre de cacao*), Flocons d'épeautre* complet (blé), Billettes au cacao* (farine de blé*, sucre de canne* brut, farine d'avoine*, poudre de cacao* maigre, farine de malt d'orge*).",N/A
Muesli,Alpen,369.0,12.0,5.8,16.0,0.28,63.0,5010029226188,"Wholegrain Wheat, Rolled Oats, Raisins, Hazelnuts, Almonds",N/A
Crispy minis,Weetabix,385.0,10.0,5.0,17.0,0.194,80.0,5010029229035,"Wholegrain _Wheat_ 88%, Plain Chocolate 12% (Sugar, Cocoa Mass, Cocoa Butter, Emulsifier: Soya Lecithin, Flavouring), Sugar, Salt, Flavouring, Iron, Niacin, Thiamin (B1), Riboflavin (B2), Folic Acid, Vitamin D.",N/A
Seeded Batch,Warburtons,291.0,10.7,8.91,2.61,0.957,39.6,5010044002552,"Wheat Flour(with Calcium, Iron, Niacin (B3)
and Thiamin (B1)], Water, Seed Mix(15%)
(Sesame Seed, Brown Linseed, Sunflower
Seed, Millet Seed, Poppy Seed), Yeast, Malted
Barley Flour, Vegetable Oiis (Rapeseed and
Sustainable Palm), Sugar, Salt, Wheat
Gluten, Soya Flour, Emulsifiers: E472e, E471,
E481; Preservative: Calcium Propionate; Flour
Treatment Agent: AscorbicAcid (Vitamin C).",N/A
Tasty Wholemeal Medium,Hovis,220.0,10.0,1.75,4.0,0.888,37.8,5010003000339,"wholemeal flour (wheat), water, caramelised sugar, yeast, wheat protein, wheat flour (with added calcium, iron, niacin, thiamin), salt, soya flour, vegetable oil (palm, rapeseed), preservative: e282, emulsifiers: e472e, e471, flour treatment agent: ascorbic acid,",N/A
50/50 Medium Bread,Kingsmill,235.0,9.5,2.25,8.75,0.95,42.0,5010092093441,"_wheat_ flour 33% (with calcium, iron, niacin (b3), thiamin (b1)), wholemeal _wheat_ flour 33%, water, yeast, salt, vegetable oils (rapeseed, sustainable palm), vinegar, sustainable _soya_ flour, emulsifier (e472e), preservative (calcium propionate), flour treatment agent (ascorbic acid (vitamin c)).",N/A
Piadina,Crosta & Mollica,299.0,8.9,7.9,2.4,1.475,47.0,5060198642760,"Durum Wheat Flour, Water, Extra Virgin Olive Oil, Salt.",N/A
Grilletines blé complet,"Brioche Pasquier, Pasquier",418.0,13.0,10.0,7.3,0.87,65.0,3182180002115,"wheat  flour 62%, wholegrain cereals 16% (whole  wheat  flour 15%, whole  rye  flour 1%), sunflower oil, sugar,  wheat  bran, yeast, wheat  gluten , skimmed  milk  powder, malted  barley  flour, salt,  barley  malt extract,  wheat  semolina, emulsifiers: mono - and diglycerides of fatty acids, flour treatment agent: ascorbic acid",N/A
Wholemeal Bread,Warburtons,228.0,10.5,2.23,2.46,0.943,37.7,5010044000251,"wholemeal wheat flour, water, yeast, salt, vegetableoil (rapeseed, sustainable palm), wheat gluten, emulsifiers: e471 e481, e472e, soya flour, preservative: calcium propionate (added to inhibit mould growth), flour treatment agent: atcorbic acid (vitamin c).",N/A
Tartines craquantes sarrasin,Céréal Bio,370.0,12.0,1.7000000476837,1.5,0.47999998927116,75.0,3175681037854,"SPÉCIALITÉS CÉRÉALIÈRES AU SARRASIN, ISSUES DE L'AGRICULTURE BIOLOGIQUE. 4 ingrédients et c'est tout Farine de sarrasin* 72,3g, farine de riz* 37,3g, sucre de canne* roux, sel de mer. (Quantité mise en œuvre pour 100g de produit fini. *Ingrédients issus de l'agriculture biologique.",N/A
Organic Porridge Oats,Kavanagh's,360.0,11.2,6.0,0.25,0.05,60.0,4088600056135,Organic oat flakes.,N/A
White Sourdough,Sainsbury's,256.0,9.6,2.9,2.9,0.68,46.7,00252751,"Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Rice Flour, Sea Salt, Rapeseed Oil, Extra Virgin Olive Oil (0.5%), Fermented Wheat Flour, Soya Flour, Flour Treatment Agent: Ascorbic Acid.",N/A
Weetabix Cereal imp,Weetabix,362.0,12.0,2.0,4.2,0.28,69.0,5010029000504,"wholegrain _wheat_ (95%), malted _barley_ extract, sugar, salt, niacin, iron, riboflavin (b2), thiamin (bi), folic acid",N/A
The Original Organic Oat Drink imp,Oatly,39.0,1.1,0.5,3.4,0.1,7.2,7394376123337,"water,  oats * 10%,  sea salt, * organic ingredient",N/A
Penne Rigate N°73,Barilla,359.0,13.0,2.0,3.5,0.01,71.0,8076802085738,"_Hartweizengrieß_, Wasser.",N/A
Toastie Thick Sliced Soft White Bread,Warburtons,247.0,9.15,1.91,2.98,0.979,46.8,5010044000121,"_Wheat_ Flour [with Calcium, Iron, Niacin (B3) and Thiamin (B1)], Water, Yeast, Salt, Vegetable Oils (Rapeseed and Sustainable Palm), _Soya_ Flour, Preservative: Calcium Propionate; Emulsifiers: E472e, E481; Flour Treatment Agent: Ascorbic Acid (Vitamin C).",N/A
Gnocchi à poêler,"Lustucru,Lustucru selection",190.0,5.0,2.7,1.5,1.1,35.0,3240931548111,"Purée (eau, pommes de terre déshydratées, épice : curcuma), semoule de BLE, huile de colza et/ou tournesol, sel, farine de BLE. Peut contenir des traces de lait, œufs, soja, moutarde, et gluten provenant d'autres céréales. Conditionné sous atmosphère protectrice.",N/A
Italian Original Breadsticks,Tesco,414.0,11.2,7.9,2.8,1.8,73.1,5018374285577,"_Wheat_ Flour, Olive Oil 7%, Yeast, _Barley_ Malt Extract, Salt.",N/A
"Sweet & Salty Nut chocolat noir et mélange de noix, 5 barres de 30 g","General Mills France, Nature valley",464.0,9.5,22.9,23.3,0.93,50.0,8410076610621,"Cacahuètes grillées (18,5%), avoine complète (14%), sirop de glucose, pépites de chocolat (9%) (pâte de cacao, sucre, beurre de cacao, émulsifiant (lecithines (soja)), huiles et graisses végétales (palme, tournesol, colza, karité), extrait de racine de chicorée, sucre, farine de blé, maltodextrine, farine de riz, fructose, cacao maigre en poudre, lactose (lait), morceaux d'amandes (1,3%), humectant (glycérol), sel de cuisine, émulsifiants (lécithines (soja)), beurre de cacahuète (0,75%), dextrose, arômes naturels, miel, antioxydant (extrait riche en tocopherols).",N/A
Whole Grain Rye Bread,Schneider Brot,201.0,5.2,1.0,2.2,1.15,38.9,41005514,"rye, whole grain rye flour, water, rye, water, salt, yeast,",N/A
Sliced White Sourdough,Aldi,231.0,9.4,0.7,1.9,0.88,44.6,4088600065991,"Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Rye Flour, Salt, Fermented Wheat Flour.",N/A
Wholegrain Wheat Bixies,Crownfield - Lidl,362.0,12.7,2.25,3.0,0.225,67.8,20471613,"94% wholegrain  wheat ,  barley  malt extract, sugar, salt, niacin, iron, riboflavin, thiamin, folic acid",N/A
Lay's Cuites au four nature,Lay’s,442.0,5.9,13.0,5.3,0.84,73.0,3168930002987,"Flocons de pommes de terre (65%),amidon,huile de tournesol,sucre,base aromatisante sel de mer (sel de mer, arômes),émulsifiant (lécithine de tournesol),colorant (norbixine de rocou)",N/A
Irish Organic Jumbo Oats,Flahavan's,370.0,11.2,5.75,1.0,0.0125,65.0,5099801003339,100% Organic Wholegrain Rolled Oats,N/A
Barilla Penne Rigate Fullkorn 500g,Barilla,347.0,13.0,2.5,3.5,0.01,64.0,8076809529433,"Fuldkorns _durumhvede_, Vand",N/A
Copos de avena,Brüggen,375.0,14.0,7.0,0.7,0.02,59.0,4008713756661,oats,N/A
Oat so Simple,"Quaker, Quaker Oats",370.0,11.1,7.78,1.11,0.0,59.3,5000108280941,Wholegrain rolled oats,N/A
Hand Finished White Sourdough,Coop,242.0,8.0,2.7,2.7,0.0019,44.0,5000129341034,"Wheat Flour (Wheat Flour, Calcium carbonate, Iron, Niacin, Thiamin), Water, Rapeseed Oil, Rye Flour, Fermented Wheat Flour, Salt, Rice Flour, Flour Treatment Agent (Ascorbic acid), Potato Starch, Sunflower Oil",N/A
Greek Style Flatbread,Deli Kitchen,255.0,11.3,4.2,2.9,0.9,39.7,5012121004336,"Wheat Flour (Wheat Flour, Calcium Carbonate, Niacin, Iron, Thiamin), Water, Rapeseed Oil, Wheat Gluten, Wheat Fibre, Spirit Vinegar, Yeast, Preservatives (Potassium Sorbate, Calcium Propionate), Raising Agents (Disodium Diphosphate, Sodium Hydrogen Carbonate, Calcium Phosphate), Salt, Stabiliser (Sodium Carboxymethyl Cellulose), Acidity Regulator (Citric Acid), Wheat Starch, Wheat Flour.",N/A
All-Bran Original,"Kellogg,Kellogg's",,14.0,3.5,18.0,0.95,48.0,5000127142190,"Wheat bran (86%), sugar, barley malt extract, salt, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12. For allergens see ingredients highlighted in bold. May contain gluten from other cereals.",N/A
Oat Drink Whole,Oatly!,60.0,1.1,2.8,3.4,0.0975,7.9,7394376665035,"oat base (water, oats 10%), rapeseed oil, acidity regulator, (dipotassium phosphate), calcium carbonate, calcium phosphates, iodised salt, vitamins (d2, riboflavin and b12),",N/A
Cerelac,Nestle,,15.0,10.0,0.0,0.51,71.2,6221007032540,"المكولات : دقيق القمح، حليب خالي من الدسم، سكر، زيوت نباتية زيت بذور اللفت منخفض الإبروسيك زيت عباد الشمس، سكر مكرمل كاريونات الكالسيوم، مثبت : فوسفات ثنائي الصوديوم؛ فيتامينات C، نياسين، ب6، تيامين، حمض البانتوتنيك، A، ريبوفلافين، حمض الفوليك، K، D، بيوتين، ب12، فومارات الحديد، فانيلين، املاح معدنية كبريتات الزنك، يوديد البوتاسيوم، مستنبت البيفيدوس۔
 يحتوي على الفلوتين و الحليب.",N/A
Galettes boulghour & épeautre,Céréal Bio,186.0,5.0,5.2,3.8,0.95,25.0,3175681028098,"Boulghour de blé complet* réhydraté 44,3 %, épeautre (blé*) cuit 13,5 %, huiles végétales* (tournesol oléique* et tournesol*), carottes* 6,2%, oignons* 5 %, flocons de blé complet* 4,6%, flocons d'avoine complète*, concentré de tomates* 4,1 %, poivrons rouges* 3,4 %, farine de riz*, céleri rave* 1,4 %, ail*, raisins secs*, sel de mer, gluten de blé*, épices*. *Ingrédients issus de l'agriculture biologique.",N/A
Simply Delicious Muesli,Dorset Cereals,368.0,9.6,7.3,14.7,0.03,70.5,5018357012411,"Wholegrain oat flakes, wholegrain wheat flakes, dried fruit (20%) [raisins, sultanas, chopped dates (4%)], barley flakes, wholegrain toasted wheat flakes, sunflower seeds (4.5%), nuts (2%) [chopped brazil nuts (1%), roasted whole hazelnuts].",N/A
Simply Fruity muesli,Dorset cereals,349.0,8.67,2.89,20.0,0.0444,68.4,5018357012534,"Dried fruit [sweetened dried papaya (9%) (papaya, sugar, acidity regulator (citric acid), preservative (sulphur dioxide)), sultanas (9%), raisins (7%), sweetened dried pineapple (3.5%) (pineapple, sugar, acidity regulator (citric acid), preservative (sulphur dioxide))], barley flakes, wholegrain wheat flakes, wholegrain oat flakes, wholegrain toasted and malted wheat flakes (wheat, barley malt extract).",N/A
Les Galettes Boulgour & Quinoa - Tomate & Paprika,Céréal Bio,189.0,7.5,5.4,3.8,0.95,25.0,3175681028111,"whole wheat bulgur* 45,5%, quinoa* 11,9%, vegetable oils (oleic sunflower and sunflower), red peppers, onions, whole wheat flakes 5%, whole oatmeal 4,9%, tomato concentrate 3,3%, rice flour, corn, garlic, chili spices, sea salt, wheat gluten, beet powder, lean cocoa powder,",N/A
Avena crunchy,Hacendado,390.0,13.0,5.8,4.6,0.2,66.0,8480000156112,"Cereales [harina integral de avena (gluten) (85%), sémola de maíz], azúcar, sal, antioxidante: extracto rico en tocoferoles. Puede contener trazas de soja, productos lácteos y otros frutos de cáscara.",N/A
Barista edition oat drink,Oatly!,61.0,1.1,3.0,3.4,0.1,7.1,7394376620157,"water, oats 10%, rapeseed oil, acidity regulator (dipotassium phosphate), minerals (calcium carbonate, potassium iodide), salt, vitamins (d2, riboflavin, b12),",N/A
Soft White Medium Bread,Hovis,233.0,8.7,1.7,3.5,0.9,44.6,5010003000131,"_Wheat_ Flour (with added Calcium, Iron, Niacin, Thiamin), Water, Yeast, _Soya_ Flour, Salt, Preservative (E282), Emulsifiers (E472e, E471, E481), Flour Treatment Agent (Ascorbic Acid).",N/A
Biscottes Sans sucres ajoutés Blé complet,Pasquier,126.0,4.6,2.0,1.1,0.36,20.0,3182180001996,Farine de BLÉ complet 58% - Farine de BLÉ 42%  -  Huile de tournesol - GLUTEN de BLÉ - Levure boulangère - Levain de BLÉ déshydraté - Sel - Agent de traitement de la farine : acide ascorbique.,N/A
Protein Bagels,Warburtons,257.0,13.5,3.3,3.2,0.885,40.7,5010044007588,"Wheat Flour [with Calcium, Iron, Niacin (B3) and Thiamin (B1)], Water, Pulse Blend (11%) (Navy Bean Flour, Chickpea Flour, Pea Protein, Pea Fibre), Seed Mix (4.5%) (Sesame Seed, Sunflower Seed, Brown Linseed, Millet Seed, Poppy Seed), Wheat Gluten, Yeast, Malted Wheat Flour, Malted Barley Flour, Salt, Emulsífiers: E472e, E481; Preservative: Calcium Propionate, Gelling Agent: E466; Maíze, Soya Flour, Rice Flour, Acidity Regulator: Citric Acid; Flour Treatment Agents: Ascorbic Acid (Vitamin C), E920",N/A
6 Wholemeal Pittas,Tesco,241.0,10.3,1.2,2.8,0.59,42.3,5000119095282,"Wholemeal Wheat Flour, Water, Yeast, Salt, Preservative (Calcium Propionate), Wheat Starch",N/A
Simply Granola,Jordans,418.0,11.0,11.0,17.0,0.03,66.0,5010477347312,"Wholegrain OAT Flakes (81%), Sugar, Vegetable Oil (rapeseed and sunflower in varying proportions), Honey (1%), Sunflower Seeds, Natural Flavouring.",N/A
Apple & Raisin Oat Bars,deliciously ella,426.0,5.6,17.4,29.0,0.28,59.2,5060482840179,"Gluten Free Oats (44%), Rice Syrup, Coconut Oil, Raisins (8%), Coconut Sugar, Rapeseed Oil, Dried Apple Pieces (5%), Cinnamon (Cassia).",N/A
Mission Deli White Wraps,Auto Extreme,313.0,8.03,7.05,2.13,0.775,52.5,5036034406193,"Fortified WHEAT Flour (WHEAT Flour, Calcium Carbonate, Iron Niacin (B3), Thiamin (B1)), Water, Wholemeal WHEAT Flour, Rapeseed Oil, Humectant (Glycerol), Acidity Regulator (Malic Acid), Sugar, Emulsifiers (Mono - and Diglycerides of Fatty Acids), Raising Agent (Sodium Carbonates), Salt, Preservatives (Potassium Sorbate, Calcium Propionate), Flavouring.",N/A
Malted Wheaties,Harvest Morn,370.0,11.7,1.8,10.9,0.27,70.0,4088600247458,"wholegrain wheat (98%), sugar, inverted sugar syrup, barley malt extract, salt, iron, niacin, pantothenic acid, folic acid, thiamin, riboflavin, vitamin b6, vitamin b12,",N/A
6 Wholemeal Pittas,Sainsbury's,241.0,10.3,1.2,2.8,0.58,42.3,00234931,"Wholemeal Wheat Flour, Water, Yeast, Spirit Vinegar Salt, Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Preservative: Calcium Propionate; Wheat Starch.",N/A
Scott's Porage Oats Original 1000g,Scott,374.0,11.0,8.0,1.0,0.0,60.0,5000108022176,100% Rolled Oats,N/A
Rice Krispies,Kellogg’s,389.0,7.0,1.2,7.9,1.0,86.0,5059319029702,"(EN) TOASTED RICE CEREAL FORTIFIED WITH VITAMINS AND IRON. INGREDIENTS: Rice, sugar, salt, barley malt extract, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12. For allergens see ingredients highlighted in bold. May contain gluten from other cereals.",N/A
"Low Sugar, Naturally Gut-Loving Granola",Bio & Me,447.0,13.2,17.9,7.9,0.06,49.7,5070000126548,"Wholegrain Oats (48%), Seeds (10%) (Sunflower, Pumpkin, Brown Linseed, Chia (Salvia Hispanica), Nuts (8%) (Walnuts, Almonds), Vegetable Fibres (Chickpea, Maize), Chicory Root Fibre, Extra Virgin Olive Oil, Puffed Sorghum, Dates, Coconut, Quinoa, Dried Carrot, Puffed Lentils, Natural Flavourings.",N/A
Wraps,Old El Paso,299.0,9.1,5.2,2.1,1.0,53.2,8410076472953,"farine de _blé_, eau, stabilisant : glycérol, huile de tournesol, émulsifiant : mono - et diglycérides d'acides gras, dextrose, poudres à lever : carbonate acide de sodium, diphosphate disodique , sel,",N/A
Oat flakes,Carrefour,372.0,14.0,7.0,0.7,0.0,59.0,3560070614202,"100% wholegrain oat flakes,",N/A
Shreddies,Nestle,364.0,11.0,1.8,13.0,0.72,70.0,7613287152183,"whole grain wheat (96%), sugar, invert sugar syrup, barley malt extract, salt, molasses, vitamins and minerals (niacin, iron, pantothenic acid, folic acid, vitamin b6, riboflavin),",N/A
Protein Caramel salé Cacahuètes,Nature Valley,505.0,26.0,30.5,14.5,1.05,25.0,8410076610744,"_cacahuètes_ grillées (38%), extrait de racine de chicorée, protéine isolée de _soja_, _amandes_ 9%, sirop de glucose, matière grasse végétale: palme; lactosérum (_lait_), fructose, maltodextrine, huile de tournesol, amidon de tapioca, humectant: glycérol; sel, caramel en poudre (sucre, _lait_ écrémé en poudre), _lait_ écrémé en poudre, émulsifiants: lécithines de tournesol et de _soja_; arômes naturels",N/A
6 Wholemeal Pittas,Village Bakery,236.0,10.0,1.3,1.7,0.85,42.0,4088600276267,"Wholemeal Wheat Flour, Water, Yeast, Salt, Spirit Vinegar, Preservative: Calcium Propionate; Wheat Starch.",N/A
Bran Flakes,"Crownfield, Lidl",362.0,11.1,2.0,13.2,0.63,66.2,20621483,"80% Shredded Wholegrain Wheat, 16% Wheat Bran, Sugar, Barley Malt Extract, Salt, Honey.",N/A
Oatibix,Weetabix,390.0,12.0,8.0,4.8,0.23,63.0,5010029207880,"Wholegrain Oats (96%), Sugar, Malted Barley Extract, Salt, Niacin, Riboflavin (B2), Thiamin (B1), Folic acid.",N/A
Avena Crunchy Cacao,Hacendado,393.0,13.0,6.4,9.0,0.18,65.0,8402001015205,"Cereales [harina integral de _avena_ (_gluten_) (76%), sémola de maíz], cacao en polvo (5,7%), azúcar, cacao magro en polvo (0,5%), sal, aroma natural, antioxidante: extracto rico en tocoferoles.",N/A
New York Bakery Sesame Bagels,New York Bakery Co,268.0,9.41,3.41,5.3,0.61,48.4,5020364010151,"WHEAT Flour (WHEAT Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, SESAME Seeds (3%), Sugar, Yeast. Maize, Salt, Rapeseed Oil, Spirit Vinegar, sweet potato puree, Preservative (Calcium Propionate), Malted BARLEY Flour, Flour Treatment Agent (Ascorbic Acid)",N/A
Corn Flakes,Kellogg's,378.0,7.0,0.9,8.0,1.1,84.0,5059319014814,"Maize, barley malt extract, sugar, salt, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12.",N/A
Sourdough Wholemeal Ciabattin,Jason's,220.0,11.7,1.2,2.2,0.77,37.3,5025125000198,"Wholemeal _Wheat_ Flour, Water, _Wheat_ Gluten, Fermented _Wheat_ Flour, Salt, _Wheat_ Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamin).",N/A
Smoky Spanish-Style Grains & Rice,Merchant Gourmet,167.0,4.8,1.9,1.4,1.2,31.0,5018095004341,"Cooked Wholegrain Brown Rice (41%) (Water, Wholegrain Brown Rice), Cooked Wheatberries (22%) (Water, Wheatberries), Cooked Black Barley (14%) (Water, Barley), Tomato Paprika Paste (9%) (Water, Tomato Purée, Glucose Syrup, Salt, Yeast Extract, Ground Paprika, Paprika Flakes, Red Pepper Concentrate, Rapeseed Oil, Smoked Paprika), Red Pepper (8%), Onion (4%), Olive Oil.",N/A
Cheerios Multigrain,"Cheerios,Nestle",383.3333,9.3333,4.6667,10.0,0.83333,71.3333,7613287195210,"whole grain oat flour (29,6%), whole grain wheat (29,6%), whole grain barley flour (17,9%), sugar, wheat starch, invert sugar syrup, whole grain maize flour (2,1%), whole grain rice flour (2,1%), molasses, calcium carbonate, sunflower oit, salt, colours: carotene, annatto norbixin, caramelised sugar syrup, antioxidant: tocopherols, iron, vitamin c, b3, b5, b9, d, b6, b2, allergy advice:      for allergens, including cereals containing gluten, see ingredients in bold, may also contain nuts,",N/A
Protein Oat Boosts Cocoa Vanilla,Graze,386.0,6.3,22.0,8.9,0.23,33.0,5055958701054,"Oats (38%), Chicory Root Fibre, Vegetable Oils (Rapeseed, Palm), Sunflower Seeds, Golden Syrup, Fat-Reduced Cocoa Powder (3.6%), Liquid Sugar, Chocolate (2.5%) (Cocoa Mass, Sugar, Cocoa Butter, Fat-Reduced Cocoa Powder, Emulsifier: Soya Lecithin), Humectant: Glycerine, Linseed, Palm Fat, Modified Starch, Soya Flour, Demerara Sugar, Starch, Natural Vanilla Flavouring, Sea Salt, Emulsifier: Soya Lecithin, Citrus Fibre, Natural Flavouring, Stabiliser: Xanthan Gum, Molasses",N/A
Corn Flakes,Kelloggs,378.0,7.0,0.9,8.0,1.1,84.0,5059319030517,"Maize, barley malt extract, sugar, salt, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12.",N/A
Minor Figures Barista Oat organic,Minor Figures,46.0,0.3,1.9,3.3,0.275,6.9,5060406080452,"Water, Organic Oats (12%), Organic Sunflower Oil, Salt, Acidity Regulator (Potassium Carbonate).",N/A
Biscottes,"Heudebert,Lu,Mondelez",165.0,4.6,2.9,2.8,0.47,29.0,7622210416681,"Farine de _blé_ 96,3 %, huile de palme, sucre, levure, sel, émulsifiants (E471, E481), agent de traitement de la farine (acide ascorbique).",N/A
